userID,evisID,timeStamp,currentStateOfCharge,energyConsumed,energyUsage,guesstimatedDistanceLeft,speed,distanceTraveled,throttlePosition,breakPosition,steeringWheelRot,xPosition,yPosition,zPosition,tripMeter,odoMeter
039,ControlGroup,0.07494354,1.199973,0.01256309,0.9761309,-1,0.596491635,0.00529937539,0,0,-0.005157628,-18.94452,0.09300964,486.288666,205.31073,1106.67688
039,ControlGroup,0.184261322,1.19994748,0.0125886388,0.91976285,-1,0.243457615,0.0197886527,0,0,-0.005157628,-18.9448242,0.07981637,486.286346,205.31073,1106.67688
039,ControlGroup,0.288070679,1.19992185,0.0126143191,0.9244869,-1,0.242208049,0.0217406638,0,0,-0.005157628,-18.9443035,0.0800275654,486.2867,205.31073,1106.67688
039,ControlGroup,0.398712158,1.19989562,0.0126405079,0.942789257,-1,0.238403738,0.0296712555,0,0,-0.005157628,-18.9442062,0.0889616162,486.287567,205.31073,1106.67688
039,ControlGroup,0.5055504,1.19986975,0.01266642,0.932835,-1,0.020333102,0.0347321928,0,0,-0.005157628,-18.9444828,0.09175299,486.2879,205.31073,1106.67688
039,ControlGroup,0.611103058,1.199844,0.0126922047,0.9282491,-1,0.08779657,0.0355259739,0,0,-0.005157628,-18.9445915,0.08974838,486.28772,205.31073,1106.67688
039,ControlGroup,0.711803436,1.19981837,0.0127178794,0.9242824,-1,0.0322797857,0.0377634726,0,0,-0.005157628,-18.9445038,0.08807379,486.287445,205.31073,1106.67688
039,ControlGroup,0.8189354,1.19979274,0.0127434973,0.92223835,-1,0.02176446,0.03849195,0,0,-0.005157628,-18.9443951,0.08816719,486.287323,205.31073,1106.67688
039,ControlGroup,0.9245529,1.19976711,0.0127691142,0.9222205,-1,0.0184974223,0.0390355028,0,0,-0.005157628,-18.9443932,0.08879638,486.287323,205.31073,1106.67688
039,ControlGroup,1.03572845,1.19974148,0.01279472,0.9218117,-1,0.00358825456,0.0395257659,0,0,-0.005157628,-18.9444485,0.0890054,486.287323,205.31073,1106.67688
039,ControlGroup,1.13142014,1.19971585,0.0128203137,0.92136997,-1,0.00673492439,0.0395752639,0,0,-0.005157628,-18.9444771,0.08884925,486.287323,205.31073,1106.67688
039,ControlGroup,1.23757172,1.19969022,0.0128459018,0.921171,-1,0.00284123118,0.03976865,0,0,-0.005157628,-18.9444675,0.08872112,486.287323,205.31073,1106.67688
039,ControlGroup,1.34820938,1.19966459,0.01287148,0.9207977,-1,0.00214184914,0.0398366638,0,0,-0.005157628,-18.9444485,0.08872818,486.287323,205.31073,1106.67688
039,ControlGroup,1.4429245,1.199639,0.0128970575,0.920797169,-1,0.00139287941,0.0398708433,0,0,-0.005157628,-18.94444,0.088776,486.287323,205.31073,1106.67688
039,ControlGroup,1.55026627,1.19961333,0.0129226353,0.920797944,-1,0.000648958958,0.0399114937,0,0,-0.005157628,-18.94444,0.0887922049,486.287323,205.31073,1106.67688
039,ControlGroup,1.64975357,1.1995877,0.0129482131,0.920798659,-1,0.0007183635,0.0399232581,0,0,-0.005157628,-18.94444,0.08878064,486.287323,205.31073,1106.67688
039,ControlGroup,1.756607,1.19956207,0.012973791,0.920799,-1,0.0001392911,0.0399356857,0,0,-0.005157628,-18.94444,0.08877052,486.287323,205.31073,1106.67688
039,ControlGroup,1.86247635,1.19953644,0.0129993688,0.9207998,-1,0.000272274425,0.0399443,0,0,-0.005157628,-18.94444,0.08877134,486.287323,205.31073,1106.67688
039,ControlGroup,1.9624939,1.19951081,0.0130249467,0.920799732,-1,0.000218717527,0.0399451181,0,0,-0.005157628,-18.94444,0.08877488,486.287323,205.31073,1106.67688
039,ControlGroup,2.07032013,1.19948518,0.0130505245,0.9207998,-1,8.339066E-06,0.0399486572,0,0,-0.005157628,-18.94444,0.0887761042,486.287323,205.31073,1106.67688
039,ControlGroup,2.17746353,1.19943392,0.01310168,0.9207999,-1,0.000100766614,0.03995061,0,0,-0.005157628,-18.94444,0.08877526,486.287323,205.31073,1106.67688
039,ControlGroup,2.28649521,1.19940829,0.013127258,0.9207999,-1,6.630166E-05,0.0399513841,0,0,-0.005157628,-18.94444,0.08877453,486.287323,205.31073,1106.67688
039,ControlGroup,2.38291931,1.19938266,0.0131528359,0.9208,-1,1.0853345E-05,0.03995145,0,0,-0.005157628,-18.94444,0.08877459,486.287323,205.31073,1106.67688
039,ControlGroup,2.48885727,1.199357,0.0131784137,0.9208,-1,3.678461E-05,0.0399517342,0,0,-0.00518814661,-18.94444,0.08877486,486.287323,205.31073,1106.67688
039,ControlGroup,2.59961319,1.1993314,0.0132039916,0.9208,-1,2.4441697E-05,0.03995186,0,0,-0.00552385,-18.94444,0.08877495,486.287323,205.31073,1106.67688
039,ControlGroup,2.698288,1.19930577,0.0132295694,0.9208,-1,3.12685734E-06,0.0399519,0,0,-0.005798517,-18.94444,0.08877489,486.287323,205.31073,1106.67688
039,ControlGroup,2.80066681,1.19928014,0.0132551473,0.9208,-1,1.38272389E-05,0.0399519578,0,0,-0.00619525742,-18.94444,0.088774845,486.287323,205.31073,1106.67688
039,ControlGroup,2.91202545,1.19925451,0.0132807251,0.9208,-1,9.102896E-06,0.0399519652,0,0,-0.00650044251,-18.94444,0.08877484,486.287323,205.31073,1106.67688
039,ControlGroup,3.00817871,1.19922888,0.0133063029,0.9208,-1,1.1320808E-06,0.0399519727,0,0,-0.00650044251,-18.94444,0.08877486,486.287323,205.31073,1106.67688
039,ControlGroup,3.113186,1.19920325,0.0133318808,0.9208,-1,5.311447E-06,0.039951995,0,0,-0.00650044251,-18.94444,0.08877487,486.287323,205.31073,1106.67688
039,ControlGroup,3.222515,1.19917762,0.0133574586,0.9208,-1,3.62386254E-06,0.039951995,0,0,-0.00650044251,-18.94444,0.08877487,486.287323,205.31073,1106.67688
039,ControlGroup,3.320591,1.199152,0.0133830365,0.9208,-1,8.36593642E-07,0.0399520025,0,0,-0.00650044251,-18.94444,0.088774845,486.287323,205.31073,1106.67688
039,ControlGroup,3.42696762,1.19912636,0.0134086143,0.9208,-1,2.06469849E-06,0.0399520174,0,0,-0.00650044251,-18.94444,0.088774845,486.287323,205.31073,1106.67688
039,ControlGroup,3.53783417,1.19910073,0.0134341922,0.9208,-1,1.32954517E-06,0.0399520174,0,0,-0.00650044251,-18.94444,0.088774845,486.287323,205.31073,1106.67688
039,ControlGroup,3.632904,1.1990751,0.01345977,0.9208,-1,0.030428296,0.0399520174,0.0119022187,0,-0.00650044251,-18.9442482,0.0887747556,486.287384,205.31073,1106.67688
039,ControlGroup,3.74081039,1.19904947,0.0134853655,0.9214296,-1,0.0319301151,0.0402289,0.0396740623,0,-0.00650044251,-18.9439335,0.08877335,486.287476,205.31073,1106.67688
039,ControlGroup,3.85079956,1.19902384,0.0135109993,0.922804534,-1,0.00247269752,0.0404861122,0.06349376,0,-0.008301035,-18.94391,0.088772364,486.287476,205.31073,1106.67688
039,ControlGroup,3.95124817,1.19899821,0.0135365976,0.921535134,-1,0.0265779719,0.0405071,0.07936338,0,-0.009582812,-18.9436836,0.0887728259,486.287567,205.31073,1106.67688
